customer_id,sector_code,size_bucket,event_h12m,score_raw
C0233,CHE,Corp,0,2.3352914689721764e-05
C0234,ENG,SME,0,0.0001653023018174179
C0235,TRA,SME,0,5.936966793015205e-05
C0236,RET,SME,0,9.212838586334393e-06
C0237,TRA,SME,0,0.00032612127882948
C0238,MFG,SME,0,0.002913800207611082
C0239,CHE,Corp,0,2.964060936027154e-06
C0240,MFG,SME,0,1.1981021041531696e-05
C0241,IT,SME,0,0.0004249330823204432
C0242,IT,SME,0,7.89363681538622e-05
C0243,TEL,SME,0,0.0010963732333949942
C0244,CON,SME,0,0.00015805960858015984
C0245,MFG,SME,0,0.22036832605271675
C0246,TEL,Corp,0,0.0020770494656530917
C0247,AGR,SME,0,0.005514389944243061
C0248,IT,SME,0,0.000394151555044226
C0249,IT,Corp,0,0.013290977597169776
C0250,LOG,SME,0,0.0005351728507055691
C0251,TRA,SME,0,0.0031008087730986073
C0252,CON,SME,0,0.00034004818279199174
C0253,LOG,SME,0,0.005871221997076805
C0254,CON,SME,0,3.842272320644847e-05
C0255,MFG,Corp,0,0.012772952308064411
C0256,ENG,SME,0,0.000266134421439048
C0257,TEL,SME,0,0.0051699291075870965
C0258,RET,SME,0,0.0001838436065486089
C0259,CHE,Corp,0,0.004120036286091413
C0260,MFG,SME,0,0.002036672967983891
C0261,CHE,SME,0,0.0009051922186870443
C0262,IT,SME,0,0.0017810375624133252
C0263,MFG,SME,0,0.00010872244060676867
C0264,ENG,Corp,0,1.2676624460414954e-05
C0265,LOG,Corp,0,0.0007388569461217078
C0266,RET,SME,0,0.0014615209175281292
C0267,RET,SME,0,4.716854773069323e-06
C0268,RET,SME,0,0.000993747691847767
C0269,CON,SME,0,0.00012848318203230284
C0270,TRA,SME,0,0.002686909636390836
C0271,LOG,SME,0,4.311888122408797e-05
C0272,LOG,SME,0,0.0038553363803606106
C0273,LOG,Corp,0,0.14978412140116082
C0274,TEL,SME,0,5.74522057589688e-05
C0275,ENG,Corp,0,0.002636750635192743
C0276,ENG,SME,0,4.243821674140483e-06
C0277,LOG,SME,0,0.034541225097701106
C0278,CHE,Corp,0,0.6837997178267671
C0279,RET,SME,0,5.968612397208089e-05
C0280,LOG,SME,0,7.1344625961026e-05
C0281,TEL,SME,0,0.0003342282722638308
C0282,CON,SME,0,2.2051919129929182e-05
C0283,CON,Corp,0,2.4069524084618547e-05
C0284,MFG,Corp,0,0.017469217053957962
C0285,CHE,SME,0,3.579274662761335e-05
C0286,MFG,SME,0,0.0015227429473530002
C0287,AGR,SME,0,0.3309240576244684
C0288,ENG,SME,0,8.123318201796613e-06
C0289,TRA,SME,0,0.0014053975922341804
C0290,CHE,SME,0,7.63544492275751e-05
C0291,MFG,SME,0,0.00022024047609607645
C0292,MFG,SME,0,0.00011547117583407524
C0293,LOG,SME,0,0.00020536413896520475
C0294,CON,SME,0,1.4640005663205262e-05
C0295,MFG,SME,0,0.0001274641855441935
C0296,ENG,Corp,0,3.3459777805058427e-06
C0297,RET,Corp,0,2.000245863218281e-05
C0298,TRA,SME,0,0.001289531557753895
C0299,CHE,SME,0,0.004013650952400427
C0300,MFG,Corp,0,0.0044186849899753395
C0301,MFG,Corp,0,0.05907805207631985
C0302,ENG,Corp,0,0.0005100907143927158
C0303,ENG,SME,0,0.001004455762977827
C0304,CHE,Corp,0,0.0014339796644817651
C0305,RET,SME,0,3.439711254613815e-05
C0306,IT,SME,0,0.6487101481222676
C0307,ENG,Corp,0,0.00014897899447851334
C0308,CON,SME,0,0.000115595491596508
C0309,LOG,Corp,0,1.3368291060412933e-05
C0310,TRA,SME,0,0.00015402536656818568
C0311,AGR,Corp,0,0.0006527791028273379
C0312,MFG,SME,0,0.0001330701083549107
C0313,MFG,Corp,0,0.0182179763520583
C0314,IT,SME,0,0.0003240005308535255
C0315,LOG,SME,0,0.0009804123109141182
C0316,RET,SME,0,0.00019222076859021895
C0317,AGR,SME,0,0.03537086374655879
C0318,MFG,SME,0,0.0012311428733624429
C0319,MFG,SME,0,1.1318654819935794e-05
C0320,TRA,SME,0,0.0732303493356243
C0321,ENG,SME,0,0.0022657802817521843
C0322,RET,SME,0,0.0003622837200632052
C0323,RET,Corp,0,0.0006132029643834784
C0324,TRA,SME,0,0.0004190600776866178
C0325,IT,SME,0,0.0005033242402716841
C0326,RET,SME,0,0.007328201694786654
C0327,ENG,SME,0,0.0014361061856272871
C0328,CHE,SME,0,9.794970354243566e-06
C0329,AGR,SME,0,0.0001640417280532076
C0330,TRA,Corp,0,0.7670163745528191
C0331,CON,SME,0,0.00034154909394501644
C0332,RET,SME,0,0.1881234604742505
C0333,MFG,SME,0,5.880271052287579e-06
C0334,MFG,SME,0,0.0005257018452149704
C0335,MFG,SME,0,0.0013228597974256102
C0336,MFG,SME,0,0.0021053912713090276
C0337,LOG,SME,0,3.586083670521201e-05
C0338,RET,SME,0,0.0005500156634338242
C0339,AGR,SME,0,0.40444014851699656
C0340,MFG,Corp,0,1.094229025014551e-05
C0341,ENG,SME,0,2.246191623161967e-05
C0342,AGR,SME,0,0.08442753498386549
C0343,MFG,SME,0,0.0018490887991649617
C0344,AGR,SME,0,0.00015332482956214336
C0345,CON,Corp,0,0.00043470828359494377
C0346,CHE,SME,0,0.0006339644684817879
C0347,CHE,SME,0,0.0004368863266528127
C0348,MFG,Corp,1,0.9837325958337318
C0349,CON,SME,0,0.00041367004488714027
C0350,CHE,SME,0,0.0010784270290318863
C0351,ENG,SME,0,0.0007036486020062019
C0352,LOG,SME,0,0.0002611476824412633
C0353,CHE,SME,0,8.82565984734072e-05
C0354,MFG,Corp,0,0.001232275254848659
C0355,MFG,SME,0,1.737576822755442e-05
C0356,CHE,SME,0,0.0019783373027045313
C0357,MFG,SME,0,0.0005157915034842226
C0358,CHE,SME,0,4.4200770109860834e-05
C0359,IT,SME,0,0.00033922519330416
C0360,CHE,SME,0,1.603091313042128e-05
C0361,CON,Corp,0,6.980722892158943e-05
C0362,CHE,Corp,0,0.0004629141982595195
C0363,AGR,Corp,0,0.15447666556186956
C0364,ENG,Corp,0,0.00039315415140469634
C0365,IT,SME,0,0.00027728424363842084
C0366,CON,SME,0,1.4096469067045697e-05
C0367,IT,Corp,0,4.4449988708953245e-05
C0368,TEL,SME,0,0.001013651881509773
C0369,TRA,SME,0,0.00035573456454130186
C0370,MFG,SME,0,0.14062101627237483
C0371,MFG,SME,0,0.0018581371340818807
C0372,MFG,Corp,0,0.25739586331467196
C0373,MFG,SME,0,0.025499892941772254
C0374,RET,SME,0,0.0014491955847813142
C0375,MFG,Corp,0,0.0007527130517422083
C0376,CON,SME,0,0.0024507289189618217
C0377,LOG,SME,0,0.8957378589652293
C0378,MFG,SME,0,0.0007021956195445326
C0379,LOG,Corp,1,0.9847932178398973
C0380,TRA,SME,0,0.000393293123651253
C0381,MFG,SME,0,0.0006652972084136934
C0382,RET,SME,0,0.43119916560805255
C0383,CHE,SME,0,0.00035787434022303203
C0384,LOG,Corp,0,0.00020142477495525043
C0385,RET,Corp,0,9.439548707029055e-05
C0386,LOG,SME,0,0.00013847982166454237
C0387,TRA,SME,0,0.003972391816264189
C0388,MFG,Corp,0,7.748681352003182e-06
C0389,RET,Corp,0,0.00035761917617631344
C0390,LOG,Corp,0,0.006144011831507109
C0391,IT,Corp,0,0.002682799835078338
C0392,AGR,SME,0,3.3934061410258407e-05
C0393,CON,SME,0,0.0027421131267618163
C0394,RET,SME,0,0.005298096854901743
C0395,CON,SME,0,0.8397836323646389
C0396,TEL,SME,0,0.03207151027870085
C0397,LOG,SME,0,0.06276286702324167
C0398,AGR,SME,0,0.0011499964711029266
C0399,RET,SME,0,0.0007971206193928381
C0400,RET,SME,0,0.008866007264453737
C0401,MFG,SME,0,0.008526043216210227
C0402,TEL,SME,0,0.0002712374406906056
C0403,ENG,SME,0,0.06650546675338179
C0404,LOG,SME,0,0.00028183959640827724
C0405,CON,Corp,0,0.00214911237525569
C0406,TEL,SME,0,0.004540305702458742
C0407,CON,SME,0,0.0010304840020212325
C0408,MFG,SME,0,0.00030351769677840055
C0409,TEL,SME,0,0.00029920191571587907
C0410,MFG,SME,0,0.0008451241118735543
C0411,CON,SME,0,0.00743541131054016
C0412,IT,SME,0,0.0008137365459566115
C0413,IT,SME,0,0.0004068956717573033
C0414,CHE,SME,0,0.0004068582762923509
C0415,CHE,Corp,1,0.9885016819779431
C0416,AGR,Corp,0,4.624577460785546e-05
C0417,TRA,SME,0,0.23804616711090537
C0418,CON,SME,0,0.0002824394044028361
C0419,RET,SME,0,0.00010089680717061534
C0420,RET,SME,0,0.0004556750982744704
C0421,LOG,SME,0,0.04094290642287557
C0422,LOG,SME,0,0.00116600071506463
C0423,MFG,SME,0,0.00027275941158192606
C0424,ENG,SME,0,0.004956890164347055
C0425,MFG,SME,0,7.505200002089942e-06
C0426,ENG,Corp,0,0.003169133246379915
C0427,AGR,SME,0,1.918087137893153e-05
C0428,TEL,Corp,0,5.7890376207727896e-05
C0429,CON,SME,0,0.0011471495621363738
C0430,MFG,Corp,0,0.00013087903293267043
C0431,MFG,SME,0,0.0019460097476188738
C0432,RET,SME,0,9.170711596089979e-06
C0433,CHE,SME,0,0.0023542314081559565
C0434,MFG,SME,0,4.238590475319376e-05
C0435,MFG,Corp,0,0.00045840066774156796
C0436,RET,SME,0,0.0010038867085170392
C0437,MFG,SME,0,0.002834310520203692
C0438,LOG,SME,0,0.0005122588220026554
C0439,RET,SME,0,0.00020761456266619934
C0440,MFG,SME,0,0.00030246077748265806
C0441,MFG,SME,0,0.0001399411993995473
C0442,IT,SME,1,0.9787931762019013
C0443,CON,Corp,0,0.000240146704295078
C0444,CON,Corp,0,5.22008781393203e-05
C0445,LOG,SME,0,0.0006252814279688318
C0446,IT,SME,0,0.00040671719947568886
C0447,IT,SME,0,0.002023851215958456
C0448,RET,SME,0,0.0003725775647061491
C0449,CON,SME,0,0.0017216561307584473
C0450,MFG,Corp,0,0.0005828130341834551
C0451,RET,SME,0,0.0008858951568110364
C0452,ENG,Corp,0,0.00018896370090272955
C0453,AGR,Corp,0,0.0008225098720925395
C0454,TEL,Corp,0,1.3985192228204263e-05
C0455,MFG,Corp,0,0.0008543220847634861
C0456,ENG,SME,0,0.001331049039905435
C0457,MFG,SME,0,0.00018680602351755628
C0458,AGR,SME,0,0.00037741903475147886
C0459,MFG,SME,0,0.15552019964878416
C0460,MFG,SME,0,2.8947625761413755e-05
C0461,MFG,SME,0,0.00045424474936153487
C0462,CHE,SME,0,0.0027946457583729236
C0463,RET,Corp,0,0.0002721926799718543
C0464,CHE,Corp,0,2.1869316759339013e-06
C0465,IT,SME,0,0.0013091448286003057
C0466,CON,SME,0,0.0004772107924903719
C0467,TRA,SME,0,0.0007161472126724237
C0468,LOG,SME,0,0.5145413278952198
C0469,TRA,SME,0,3.8927188699888065e-06
C0470,IT,SME,0,0.0001091476099634294
C0471,MFG,SME,0,0.0013801428944688462
C0472,IT,Corp,0,5.9443922566330134e-05
C0473,MFG,Corp,0,0.0003472005770809261
C0474,TEL,SME,0,0.0009050356412126638
C0475,ENG,SME,0,0.001882143929915552
C0476,IT,SME,0,0.045374099672850936
C0477,MFG,SME,0,0.2571112508168549
C0478,ENG,SME,0,0.0008570481529384692
C0479,IT,SME,0,0.0024384974723594376
C0480,ENG,SME,0,0.010523510832056006
C0481,CHE,SME,0,0.00011608258028990007
C0482,RET,SME,0,3.346788417209543e-05
C0483,AGR,SME,0,2.6518475965490734e-05
C0484,CHE,SME,0,2.3141718442174266e-05
C0485,CHE,SME,0,0.008112024104464117
C0486,TEL,Corp,0,0.00012585002584890103
C0487,MFG,SME,0,0.0034212287890065356
C0488,TRA,Corp,0,1.3567519097289463e-05
C0489,IT,SME,1,0.9864597214938677
C0490,TEL,SME,0,0.0031753483178096004
C0491,AGR,SME,0,0.0013211734298541806
C0492,CHE,SME,0,0.0069559065149843
C0493,TRA,SME,0,0.003754464894098388
C0494,TRA,SME,0,0.0005549968736969339
C0495,AGR,SME,0,0.006755303343487085
C0496,CON,SME,0,0.00029332663665500346
C0497,CHE,SME,0,0.1915555637102993
C0498,MFG,SME,0,6.257237391099736e-06
C0499,IT,SME,0,0.0060048434495828034
C0500,IT,SME,0,0.0014813508993267003
C0501,RET,SME,0,0.00011082346937503941
C0502,ENG,SME,0,0.0009256944666369555
C0503,CON,SME,0,0.00816487339350569
C0504,LOG,SME,0,0.001579734806041299
C0505,RET,SME,0,0.0005586975234841737
C0506,MFG,SME,0,7.028342647098169e-05
C0507,TEL,SME,0,0.0008441062325556485
C0508,LOG,SME,0,0.0005893385402831783
C0509,IT,SME,0,0.0023945429432448836
C0510,RET,SME,0,0.11950202968995816
C0511,CHE,SME,0,0.0019168702800339383
C0512,AGR,SME,0,0.0007886679149939046
C0513,TEL,SME,0,0.0015719786377258165
C0514,LOG,SME,0,6.269694712882898e-05
C0515,MFG,SME,0,0.0038024159939491963
C0516,MFG,SME,0,0.0007238835604630364
C0517,CON,SME,0,0.00016717243218328248
C0518,LOG,SME,0,0.0006356601760972736
C0519,IT,SME,0,0.06716138795881726
C0520,MFG,SME,0,0.0003820623706858067
C0521,CHE,SME,0,0.0026358047306966337
C0522,CON,SME,0,0.00014341684975229438
C0523,IT,Corp,0,7.222959363386749e-05
C0524,LOG,SME,0,0.22212096086344219
C0525,LOG,SME,0,8.78006527367914e-06
C0526,AGR,SME,0,0.00050331213143385
C0527,AGR,SME,0,0.00019395658011154472
C0528,TRA,SME,0,7.489420948880341e-05
C0529,MFG,Corp,0,0.0005005167671554446
C0530,LOG,SME,0,0.03164282797872794
C0531,LOG,SME,0,0.0014329438259492898
C0532,IT,SME,0,0.00015545169953690613
C0533,IT,Corp,0,5.809928129241455e-06
C0534,ENG,SME,0,0.0002020950499229457
C0535,RET,SME,0,9.493668240080799e-06
C0536,IT,SME,0,0.00015709887811217037
C0537,LOG,SME,0,0.10311714566458863
C0538,TRA,SME,0,0.0002408687591683321
C0539,AGR,SME,0,0.000793478779876056
C0540,MFG,SME,0,8.618471719155561e-06
C0541,IT,SME,0,0.41776346845516105
C0542,CHE,SME,0,0.021651242473049632
C0543,TRA,SME,0,0.005690505474917523
C0544,RET,SME,0,0.00013232664335061035
C0545,CHE,Corp,0,0.0004859001099932081
C0546,CON,SME,0,0.0018712846204019169
C0547,MFG,Corp,0,4.3270964023547897e-05
C0548,RET,Corp,0,0.000229234196082877
C0549,ENG,SME,0,0.000575952323748265
C0550,RET,SME,0,0.00292992841106251
C0551,ENG,SME,0,7.403639739210416e-05
C0552,LOG,SME,0,0.0007374162001352701
C0553,ENG,SME,0,8.611247001872941e-05
C0554,CHE,SME,0,0.002482192562810621
C0555,LOG,SME,0,0.18990339459022026
C0556,AGR,SME,0,0.2140444588608571
C0557,MFG,SME,0,0.00027338334670019696
C0558,MFG,Corp,0,0.00020654576584270401
C0559,RET,SME,0,0.0025413702913292045
C0560,CHE,Corp,0,0.0002670188495374982
C0561,RET,SME,0,0.0007663398943042814
C0562,TRA,Corp,0,0.0019423120534496716
C0563,MFG,SME,0,0.4816514372785154
C0564,MFG,SME,0,0.0010622948079628796
C0565,CON,SME,0,0.0003767161032751754
C0566,CHE,SME,0,0.0010276265578237785
C0567,CON,Corp,0,0.00035313377545227243
C0568,AGR,SME,0,0.000493048882598858
C0569,TEL,Corp,0,2.286601988594198e-05
C0570,CON,SME,0,0.00016960505588371278
C0571,ENG,SME,0,0.0009229767331543638
C0572,LOG,Corp,0,0.010927227784097923
C0573,CON,SME,0,0.0009501491992413111
C0574,CHE,SME,0,0.00012101215996083845
C0575,LOG,Corp,0,5.023592869366223e-05
C0576,IT,Corp,0,0.010685869513863775
C0577,MFG,Corp,0,0.04692441337859736
C0578,TEL,Corp,0,0.0012184308350439944
C0579,ENG,SME,0,0.039095511575063586
C0580,TRA,Corp,0,0.0007133250779791309
C0581,AGR,SME,0,0.00147485277600928
C0582,IT,Corp,0,0.00040058203847496553
C0583,ENG,SME,0,0.001166506291806734
C0584,CON,SME,0,0.0015039163473448277
C0585,CHE,SME,0,0.001014280929712755
C0586,TRA,SME,0,0.0008839679324766918
C0587,MFG,SME,0,1.4415650816788443e-05
C0588,MFG,Corp,0,0.000102398883449424
C0589,MFG,Corp,0,0.0002708788902444785
C0590,MFG,SME,0,0.3594469289674539
C0591,MFG,SME,0,7.921557786556201e-05
C0592,CHE,SME,0,3.1113177842916833e-06
C0593,TRA,SME,0,9.455261464074519e-05
C0594,CON,SME,0,0.0009552755222001646
C0595,TEL,Corp,0,0.00020988697891383216
C0596,AGR,SME,0,8.824802027896105e-05
C0597,RET,SME,0,0.006918312908559777
C0598,MFG,SME,0,0.0006542366766175166
C0599,TRA,SME,0,0.00023042416515600727
C0600,MFG,SME,0,1.4482883771696214e-05
C0601,MFG,SME,0,0.0010962725364912515
C0602,TRA,SME,0,0.0010581232258649307
C0603,MFG,SME,0,0.006262716410712997
C0604,MFG,Corp,0,0.0004910653768001098
C0605,MFG,SME,0,0.0005101228264753014
C0606,AGR,SME,0,0.00026900560151296666
C0607,TRA,SME,0,6.000950752584882e-05
C0608,CON,Corp,0,0.012952200643735874
C0609,ENG,SME,0,0.00015669461940711748
