customer_id,sector_code,size_bucket,prob_calibrated,tier,event_h12m,is_test
C0052,RET,SME,0.27324929971988793,RED,1,False
C0053,TEL,Corp,0.00030210705320798893,GREEN,0,False
C0054,TEL,SME,0.007176499690785406,GREEN,0,False
C0055,CHE,SME,0.007176499690785406,GREEN,0,False
C0056,TEL,SME,0.0034717150017901897,GREEN,0,False
C0057,MFG,SME,0.0,GREEN,0,True
C0058,TRA,SME,0.024036584574487548,GREEN,0,True
C0059,MFG,SME,0.0,GREEN,0,False
C0060,CON,SME,0.1755287689055131,RED,0,False
C0061,CON,SME,0.005018498627521183,GREEN,0,False
C0062,TRA,SME,0.0032268170426065163,GREEN,0,False
C0063,LOG,SME,0.0,GREEN,0,True
C0064,CON,SME,0.0,GREEN,0,False
C0065,TRA,SME,0.018229225995391406,GREEN,0,False
C0066,ENG,SME,0.001435374149659864,GREEN,0,False
C0067,MFG,SME,0.0,GREEN,0,True
C0068,LOG,SME,0.00814858575008951,GREEN,0,False
C0069,MFG,SME,0.0008401360544217686,GREEN,0,True
C0070,IT,Corp,0.0,GREEN,0,False
C0071,RET,Corp,0.12582777222777225,AMBER,0,False
C0072,TRA,Corp,0.010753347654851414,GREEN,0,False
C0073,MFG,SME,0.0,GREEN,0,False
C0074,LOG,SME,0.0,GREEN,0,False
C0075,RET,Corp,0.0,GREEN,0,True
C0076,RET,SME,0.020654273485409543,GREEN,0,False
C0077,RET,SME,0.003673469387755102,GREEN,0,True
C0078,MFG,SME,0.0,GREEN,0,False
C0079,CON,SME,0.0,GREEN,0,False
C0080,MFG,Corp,0.0,GREEN,0,True
C0081,LOG,SME,0.0008401360544217686,GREEN,0,False
C0082,CHE,SME,0.1156344641256248,AMBER,0,False
C0083,CON,SME,0.05104041616646658,AMBER,0,False
C0084,MFG,SME,0.0,GREEN,0,False
C0085,CON,SME,0.0005952380952380952,GREEN,0,False
C0086,CON,SME,0.0,GREEN,0,False
C0087,RET,SME,0.0,GREEN,0,False
C0088,CHE,SME,0.0008401360544217686,GREEN,0,False
C0089,TEL,SME,0.0034717150017901897,GREEN,0,False
C0090,AGR,SME,0.0,GREEN,0,False
C0091,MFG,SME,0.0,GREEN,0,False
C0092,RET,SME,0.0008401360544217686,GREEN,0,True
C0093,RET,SME,0.0,GREEN,0,False
C0094,CHE,Corp,0.0,GREEN,0,False
C0095,RET,Corp,0.0,GREEN,0,False
C0096,ENG,SME,0.0,GREEN,0,False
C0097,ENG,SME,0.04229319221079443,AMBER,0,True
C0098,AGR,SME,0.023259035390171448,GREEN,0,False
C0099,MFG,SME,0.0,GREEN,0,False
C0100,MFG,SME,0.0032,GREEN,0,False
C0101,MFG,Corp,0.0,GREEN,0,True
C0102,CHE,SME,0.0029717150017901897,GREEN,0,False
C0103,CON,Corp,0.001435374149659864,GREEN,0,False
C0104,ENG,SME,0.004066953097028285,GREEN,0,False
C0105,TEL,SME,0.0008401360544217686,GREEN,0,False
C0106,TRA,SME,0.010000832500832502,GREEN,0,False
C0107,AGR,SME,0.015237173352962827,GREEN,0,False
C0108,RET,SME,0.0008401360544217686,GREEN,0,True
C0109,TRA,SME,0.0009353741496598639,GREEN,0,False
C0110,MFG,SME,0.0,GREEN,0,False
C0111,TRA,SME,0.0,GREEN,0,False
C0112,MFG,SME,0.0,GREEN,0,False
C0113,TEL,SME,0.0009353741496598639,GREEN,0,False
C0114,LOG,SME,0.0009353741496598639,GREEN,0,False
C0115,CHE,SME,0.0003401360544217687,GREEN,0,False
C0116,LOG,SME,0.04235235524709209,AMBER,0,False
C0117,LOG,SME,0.00626923076923077,GREEN,0,False
C0118,TRA,SME,0.004066953097028285,GREEN,0,False
C0119,TEL,SME,0.0,GREEN,0,True
C0120,ENG,SME,0.0005,GREEN,0,True
C0121,LOG,SME,0.0,GREEN,0,False
C0122,TEL,SME,0.005518498627521184,GREEN,0,False
C0123,CON,Corp,0.004040136054421768,GREEN,0,False
C0124,MFG,SME,0.05143306445385172,AMBER,0,False
C0125,TRA,SME,0.0003401360544217687,GREEN,0,False
C0126,AGR,Corp,0.004066953097028285,GREEN,0,False
C0127,LOG,SME,0.0008401360544217686,GREEN,0,False
C0128,LOG,Corp,0.0003401360544217687,GREEN,0,True
C0129,MFG,SME,0.0,GREEN,0,True
C0130,ENG,SME,0.005518498627521184,GREEN,0,False
C0131,AGR,Corp,0.0005,GREEN,0,True
C0132,TRA,SME,0.004066953097028285,GREEN,0,False
C0133,MFG,SME,0.009469230769230768,GREEN,0,True
C0134,CON,SME,0.0,GREEN,0,False
C0135,IT,SME,0.0,GREEN,0,False
C0136,CON,SME,0.004921768707482993,GREEN,0,True
C0137,ENG,SME,0.02200173554715732,GREEN,0,False
C0138,RET,SME,0.0008401360544217686,GREEN,0,False
C0139,CON,SME,0.0,GREEN,0,False
C0140,IT,SME,0.0032268170426065163,GREEN,0,True
C0141,IT,SME,0.0003401360544217687,GREEN,0,False
C0142,TRA,SME,0.0,GREEN,0,False
C0143,ENG,Corp,0.001435374149659864,GREEN,0,True
C0144,CON,SME,0.0066717150017901895,GREEN,0,False
C0145,TRA,SME,0.0003401360544217687,GREEN,0,False
C0146,MFG,SME,0.019697999518786778,GREEN,0,False
C0147,CHE,SME,0.010753347654851414,GREEN,0,False
C0148,ENG,SME,0.0,GREEN,0,True
C0149,MFG,Corp,0.0,GREEN,0,False
C0150,TRA,SME,0.0,GREEN,0,False
C0151,TEL,Corp,0.0,GREEN,0,False
C0152,TRA,SME,0.0005,GREEN,0,False
C0153,MFG,SME,0.0,GREEN,0,False
C0154,ENG,SME,0.0010952380952380953,GREEN,0,False
C0155,IT,SME,0.0008401360544217686,GREEN,0,False
C0156,TRA,SME,0.0,GREEN,0,True
C0157,RET,SME,0.0008401360544217686,GREEN,0,True
C0158,RET,SME,0.0,GREEN,0,False
C0159,TRA,Corp,0.0010952380952380953,GREEN,0,False
C0160,RET,Corp,0.0003401360544217687,GREEN,0,False
C0161,CON,SME,0.04247551075224611,AMBER,0,True
C0162,CHE,SME,0.0003401360544217687,GREEN,0,False
C0163,CHE,SME,0.00626923076923077,GREEN,0,False
C0164,ENG,SME,0.0032,GREEN,0,True
C0165,MFG,Corp,0.0,GREEN,0,False
C0166,LOG,SME,0.160679509835508,RED,0,False
C0167,CON,SME,0.0029717150017901897,GREEN,0,False
C0168,TRA,SME,0.0,GREEN,0,False
C0169,MFG,SME,0.0005952380952380952,GREEN,0,False
C0170,CHE,SME,0.24018263305322124,RED,1,False
C0171,RET,SME,0.0008401360544217686,GREEN,0,False
C0172,MFG,SME,0.0,GREEN,0,False
C0173,ENG,SME,0.02261184473789516,GREEN,0,False
C0174,TRA,SME,0.0,GREEN,0,False
C0175,CHE,SME,0.0008401360544217686,GREEN,0,False
C0176,MFG,SME,0.0,GREEN,0,False
C0177,RET,SME,0.160679509835508,RED,0,False
C0178,CON,SME,0.001435374149659864,GREEN,0,False
C0179,TEL,SME,0.04739810706891452,AMBER,0,False
C0180,MFG,SME,0.0031315789473684206,GREEN,0,False
C0181,CON,SME,0.0,GREEN,0,False
C0182,MFG,SME,0.0,GREEN,0,False
C0183,TEL,SME,0.0003401360544217687,GREEN,0,False
C0184,LOG,SME,0.1326684822665857,AMBER,0,False
C0185,TRA,SME,0.021990730597232146,GREEN,0,False
C0186,CHE,SME,0.0008401360544217686,GREEN,0,False
C0187,LOG,Corp,0.05596356542008716,AMBER,0,False
C0188,ENG,Corp,0.0,GREEN,0,False
C0189,ENG,SME,0.0,GREEN,0,False
C0190,TRA,SME,0.0,GREEN,0,False
C0191,MFG,SME,0.0,GREEN,0,False
C0192,TEL,SME,0.0009353741496598639,GREEN,0,False
C0193,TEL,SME,0.12720578753905348,AMBER,0,True
C0194,CHE,Corp,0.01129904016401081,GREEN,0,True
C0195,CON,SME,0.0005952380952380952,GREEN,0,False
C0196,CON,Corp,0.0032268170426065163,GREEN,0,False
C0197,RET,SME,0.04016858917480036,AMBER,0,False
C0198,TEL,SME,0.0,GREEN,0,False
C0199,TEL,SME,0.0,GREEN,0,False
C0200,RET,SME,0.001435374149659864,GREEN,0,False
C0201,CHE,SME,0.001435374149659864,GREEN,0,True
C0202,MFG,SME,0.0,GREEN,0,False
C0203,MFG,SME,0.0,GREEN,0,False
C0204,TEL,SME,0.0008401360544217686,GREEN,0,False
C0205,CHE,SME,0.0,GREEN,0,False
C0206,MFG,SME,0.0,GREEN,0,True
C0207,MFG,SME,0.0005,GREEN,0,False
C0208,RET,SME,0.031391465677179965,GREEN,0,False
C0209,MFG,SME,0.0,GREEN,0,False
C0210,MFG,SME,0.0003401360544217687,GREEN,0,True
C0211,ENG,Corp,0.001435374149659864,GREEN,0,True
C0212,RET,SME,0.019831332852120114,GREEN,0,False
C0213,CHE,SME,0.0,GREEN,0,False
C0214,TRA,SME,0.16030676074377337,AMBER,0,False
C0215,RET,Corp,0.0,GREEN,0,False
C0216,TRA,SME,0.004066953097028285,GREEN,0,False
C0217,CON,SME,0.0003401360544217687,GREEN,0,True
C0218,RET,SME,0.0,GREEN,0,False
C0219,CHE,SME,0.0,GREEN,0,False
C0220,LOG,SME,0.0,GREEN,0,False
C0221,CHE,SME,0.0005952380952380952,GREEN,0,False
C0222,CHE,SME,0.0,GREEN,0,False
C0223,MFG,Corp,0.008718498627521182,GREEN,0,False
C0224,CON,SME,0.15241207201017543,AMBER,0,False
C0225,TRA,SME,0.0072033167333919205,GREEN,0,False
C0226,TRA,SME,0.001435374149659864,GREEN,0,False
C0227,IT,SME,0.0,GREEN,0,False
C0228,CON,SME,0.0029717150017901897,GREEN,0,True
C0229,TEL,SME,0.0003401360544217687,GREEN,0,True
C0230,CHE,SME,0.0,GREEN,0,False
C0231,LOG,SME,0.0066717150017901895,GREEN,0,False
C0232,ENG,SME,0.0005,GREEN,0,False
C0233,CHE,Corp,0.0,GREEN,0,False
C0234,ENG,SME,0.0005,GREEN,0,False
C0235,TRA,SME,0.0,GREEN,0,False
C0236,RET,SME,0.0,GREEN,0,True
C0237,TRA,SME,0.0005,GREEN,0,False
C0238,MFG,SME,0.008511695906432748,GREEN,0,False
C0239,CHE,Corp,0.0,GREEN,0,True
C0240,MFG,SME,0.0,GREEN,0,False
C0241,IT,SME,0.0008401360544217686,GREEN,0,False
C0242,IT,SME,0.0,GREEN,0,False
C0243,TEL,SME,0.005517006802721088,GREEN,0,False
C0244,CON,SME,0.0,GREEN,0,False
C0245,MFG,SME,0.15669279887205284,AMBER,0,False
C0246,TEL,Corp,0.0045717377860235,GREEN,0,False
C0247,AGR,SME,0.0045717377860235,GREEN,0,False
C0248,IT,SME,0.0,GREEN,0,False
C0249,IT,Corp,0.024606497451919222,GREEN,0,False
C0250,LOG,SME,0.0005952380952380952,GREEN,0,False
C0251,TRA,SME,0.0050170068027210885,GREEN,0,False
C0252,CON,SME,0.0,GREEN,0,False
C0253,LOG,SME,0.04901902191375875,AMBER,0,True
C0254,CON,SME,0.0,GREEN,0,False
C0255,MFG,Corp,0.023361635882423147,GREEN,0,False
C0256,ENG,SME,0.0003401360544217687,GREEN,0,False
C0257,TEL,SME,0.00626923076923077,GREEN,0,False
C0258,RET,SME,0.0,GREEN,0,False
C0259,CHE,Corp,0.007648585750089509,GREEN,0,True
C0260,MFG,SME,0.0009353741496598639,GREEN,0,False
C0261,CHE,SME,0.001435374149659864,GREEN,0,False
C0262,IT,SME,0.001435374149659864,GREEN,0,False
C0263,MFG,SME,0.0,GREEN,0,False
C0264,ENG,Corp,0.0,GREEN,0,True
C0265,LOG,Corp,0.0010952380952380953,GREEN,0,False
C0266,RET,SME,0.0032,GREEN,0,True
C0267,RET,SME,0.0,GREEN,0,False
C0268,RET,SME,0.0003401360544217687,GREEN,0,False
C0269,CON,SME,0.0005,GREEN,0,False
C0270,TRA,SME,0.014679195073931917,GREEN,0,False
C0271,LOG,SME,0.0,GREEN,0,False
C0272,LOG,SME,0.005018498627521183,GREEN,0,False
C0273,LOG,Corp,0.14337190616041506,AMBER,0,True
C0274,TEL,SME,0.0,GREEN,0,False
C0275,ENG,Corp,0.009808078638153826,GREEN,0,True
C0276,ENG,SME,0.0,GREEN,0,False
C0277,LOG,SME,0.08628088578088577,AMBER,0,False
C0278,CHE,Corp,0.19721320484318683,RED,0,False
C0279,RET,SME,0.0,GREEN,0,True
C0280,LOG,SME,0.0,GREEN,0,False
C0281,TEL,SME,0.0,GREEN,0,True
C0282,CON,SME,0.0,GREEN,0,False
C0283,CON,Corp,0.0,GREEN,0,False
C0284,MFG,Corp,0.10204664900317076,AMBER,0,False
C0285,CHE,SME,0.0,GREEN,0,True
C0286,MFG,SME,0.001435374149659864,GREEN,0,False
C0287,AGR,SME,0.160679509835508,RED,0,False
C0288,ENG,SME,0.0,GREEN,0,False
C0289,TRA,SME,0.001435374149659864,GREEN,0,False
C0290,CHE,SME,0.0,GREEN,0,False
C0291,MFG,SME,0.0,GREEN,0,False
C0292,MFG,SME,0.0,GREEN,0,False
C0293,LOG,SME,0.0005,GREEN,0,False
C0294,CON,SME,0.0,GREEN,0,False
C0295,MFG,SME,0.0003401360544217687,GREEN,0,False
C0296,ENG,Corp,0.0,GREEN,0,False
C0297,RET,Corp,0.0,GREEN,0,False
C0298,TRA,SME,0.0009353741496598639,GREEN,0,True
C0299,CHE,SME,0.018714006150405367,GREEN,0,False
C0300,MFG,Corp,0.004066953097028285,GREEN,0,False
C0301,MFG,Corp,0.05726342710997443,AMBER,0,False
C0302,ENG,Corp,0.0,GREEN,0,False
C0303,ENG,SME,0.0029717150017901897,GREEN,0,False
C0304,CHE,Corp,0.01210080971659919,GREEN,0,False
C0305,RET,SME,0.0,GREEN,0,True
C0306,IT,SME,0.18145802432861258,RED,0,True
C0307,ENG,Corp,0.0,GREEN,0,False
C0308,CON,SME,0.0,GREEN,0,False
C0309,LOG,Corp,0.0,GREEN,0,False
C0310,TRA,SME,0.0,GREEN,0,True
C0311,AGR,Corp,0.0034717150017901897,GREEN,0,False
C0312,MFG,SME,0.0003401360544217687,GREEN,0,False
C0313,MFG,Corp,0.08474927205577361,AMBER,0,False
C0314,IT,SME,0.0008401360544217686,GREEN,0,False
C0315,LOG,SME,0.0008401360544217686,GREEN,0,False
C0316,RET,SME,0.0005,GREEN,0,False
C0317,AGR,SME,0.1025851951969599,AMBER,0,False
C0318,MFG,SME,0.0,GREEN,0,False
C0319,MFG,SME,0.0,GREEN,0,False
C0320,TRA,SME,0.10272737909239979,AMBER,0,False
C0321,ENG,SME,0.006113736722759279,GREEN,0,True
C0322,RET,SME,0.0008401360544217686,GREEN,0,False
C0323,RET,Corp,0.002631578947368421,GREEN,0,False
C0324,TRA,SME,0.0003401360544217687,GREEN,0,False
C0325,IT,SME,0.001435374149659864,GREEN,0,False
C0326,RET,SME,0.017130619111379232,GREEN,0,False
C0327,ENG,SME,0.004066953097028285,GREEN,0,False
C0328,CHE,SME,0.0,GREEN,0,False
C0329,AGR,SME,0.0,GREEN,0,False
C0330,TRA,Corp,0.20782254389123556,RED,0,False
C0331,CON,SME,0.0,GREEN,0,False
C0332,RET,SME,0.15050019747694168,AMBER,0,False
C0333,MFG,SME,0.0,GREEN,0,True
C0334,MFG,SME,0.0008401360544217686,GREEN,0,False
C0335,MFG,SME,0.004921768707482993,GREEN,0,False
C0336,MFG,SME,0.024415778087250282,GREEN,0,False
C0337,LOG,SME,0.0,GREEN,0,False
C0338,RET,SME,0.004081632653061224,GREEN,0,False
C0339,AGR,SME,0.160679509835508,RED,0,False
C0340,MFG,Corp,0.0,GREEN,0,False
C0341,ENG,SME,0.0,GREEN,0,False
C0342,AGR,SME,0.11870061367204225,AMBER,0,True
C0343,MFG,SME,0.004921768707482993,GREEN,0,False
C0344,AGR,SME,0.0009353741496598639,GREEN,0,False
C0345,CON,Corp,0.00626923076923077,GREEN,0,True
C0346,CHE,SME,0.004066953097028285,GREEN,0,False
C0347,CHE,SME,0.0,GREEN,0,False
C0348,MFG,Corp,0.23595326242385065,RED,1,False
C0349,CON,SME,0.0003401360544217687,GREEN,0,False
C0350,CHE,SME,0.001435374149659864,GREEN,0,True
C0351,ENG,SME,0.0,GREEN,0,False
C0352,LOG,SME,0.0003401360544217687,GREEN,0,False
C0353,CHE,SME,0.0,GREEN,0,False
C0354,MFG,Corp,0.0003401360544217687,GREEN,0,False
C0355,MFG,SME,0.0,GREEN,0,False
C0356,CHE,SME,0.009467942583732058,GREEN,0,False
C0357,MFG,SME,0.0,GREEN,0,True
C0358,CHE,SME,0.0,GREEN,0,False
C0359,IT,SME,0.0009353741496598639,GREEN,0,False
C0360,CHE,SME,0.0,GREEN,0,False
C0361,CON,Corp,0.0,GREEN,0,False
C0362,CHE,Corp,0.003976499690785404,GREEN,0,False
C0363,AGR,Corp,0.15292007325333917,AMBER,0,False
C0364,ENG,Corp,0.0,GREEN,0,False
C0365,IT,SME,0.0,GREEN,0,False
C0366,CON,SME,0.0,GREEN,0,False
C0367,IT,Corp,0.0,GREEN,0,True
C0368,TEL,SME,0.0005,GREEN,0,False
C0369,TRA,SME,0.0005,GREEN,0,True
C0370,MFG,SME,0.11224000941205356,AMBER,0,False
C0371,MFG,SME,0.004040136054421768,GREEN,0,False
C0372,MFG,Corp,0.160679509835508,RED,0,False
C0373,MFG,SME,0.09025680799809215,AMBER,0,False
C0374,RET,SME,0.0029717150017901897,GREEN,0,False
C0375,MFG,Corp,0.0005952380952380952,GREEN,0,False
C0376,CON,SME,0.008718498627521182,GREEN,0,False
C0377,LOG,SME,0.2692271083190557,RED,0,True
C0378,MFG,SME,0.003726817042606516,GREEN,0,False
C0379,LOG,Corp,0.2703921568627451,RED,1,False
C0380,TRA,SME,0.0,GREEN,0,True
C0381,MFG,SME,0.0,GREEN,0,False
C0382,RET,SME,0.1743637203618238,RED,0,False
C0383,CHE,SME,0.0009353741496598639,GREEN,0,False
C0384,LOG,Corp,0.0,GREEN,0,False
C0385,RET,Corp,0.0003401360544217687,GREEN,0,False
C0386,LOG,SME,0.0,GREEN,0,False
C0387,TRA,SME,0.004066953097028285,GREEN,0,False
C0388,MFG,Corp,0.0,GREEN,0,False
C0389,RET,Corp,0.0,GREEN,0,False
C0390,LOG,Corp,0.006113736722759279,GREEN,0,True
C0391,IT,Corp,0.005517006802721088,GREEN,0,False
C0392,AGR,SME,0.0,GREEN,0,False
C0393,CON,SME,0.003976499690785404,GREEN,0,False
C0394,RET,SME,0.03756747638326585,AMBER,0,False
C0395,CON,SME,0.1825875924349249,RED,0,False
C0396,TEL,SME,0.021041634240284462,GREEN,0,True
C0397,LOG,SME,0.0540133140294101,AMBER,0,True
C0398,AGR,SME,0.0005952380952380952,GREEN,0,False
C0399,RET,SME,0.028900809716599196,GREEN,0,False
C0400,RET,SME,0.08116494123725244,AMBER,0,False
C0401,MFG,SME,0.022693047159521564,GREEN,0,True
C0402,TEL,SME,0.0003401360544217687,GREEN,0,False
C0403,ENG,SME,0.10057798068518735,AMBER,0,False
C0404,LOG,SME,0.0,GREEN,0,False
C0405,CON,Corp,0.001435374149659864,GREEN,0,False
C0406,TEL,SME,0.008718498627521182,GREEN,0,False
C0407,CON,SME,0.018790730597232148,GREEN,0,False
C0408,MFG,SME,0.004678362573099415,GREEN,0,False
C0409,TEL,SME,0.0,GREEN,0,False
C0410,MFG,SME,0.005831578947368421,GREEN,0,True
C0411,CON,SME,0.05611236802413273,AMBER,0,False
C0412,IT,SME,0.001435374149659864,GREEN,0,True
C0413,IT,SME,0.0003401360544217687,GREEN,0,False
C0414,CHE,SME,0.0003401360544217687,GREEN,0,False
C0415,CHE,Corp,0.27324929971988793,RED,1,False
C0416,AGR,Corp,0.0,GREEN,0,False
C0417,TRA,SME,0.160679509835508,RED,0,False
C0418,CON,SME,0.0005952380952380952,GREEN,0,False
C0419,RET,SME,0.0,GREEN,0,True
C0420,RET,SME,0.001435374149659864,GREEN,0,False
C0421,LOG,SME,0.1280628288420828,AMBER,0,False
C0422,LOG,SME,0.0005952380952380952,GREEN,0,False
C0423,MFG,SME,0.0003401360544217687,GREEN,0,False
C0424,ENG,SME,0.009469230769230768,GREEN,0,True
C0425,MFG,SME,0.0,GREEN,0,False
C0426,ENG,Corp,0.020654273485409543,GREEN,0,True
C0427,AGR,SME,0.0,GREEN,0,False
C0428,TEL,Corp,0.0,GREEN,0,False
C0429,CON,SME,0.0003401360544217687,GREEN,0,False
C0430,MFG,Corp,0.0,GREEN,0,False
C0431,MFG,SME,0.004066953097028285,GREEN,0,False
C0432,RET,SME,0.0,GREEN,0,False
C0433,CHE,SME,0.02255971382618823,GREEN,0,False
C0434,MFG,SME,0.0,GREEN,0,False
C0435,MFG,Corp,0.0008401360544217686,GREEN,0,False
C0436,RET,SME,0.001435374149659864,GREEN,0,False
C0437,MFG,SME,0.0,GREEN,0,False
C0438,LOG,SME,0.0035669530970282846,GREEN,0,False
C0439,RET,SME,0.0003401360544217687,GREEN,0,False
C0440,MFG,SME,0.0,GREEN,0,False
C0441,MFG,SME,0.0,GREEN,0,False
C0442,IT,SME,0.21991596638655458,RED,1,False
C0443,CON,Corp,0.0,GREEN,0,False
C0444,CON,Corp,0.0,GREEN,0,False
C0445,LOG,SME,0.001435374149659864,GREEN,0,False
C0446,IT,SME,0.0,GREEN,0,False
C0447,IT,SME,0.0,GREEN,0,False
C0448,RET,SME,0.0,GREEN,0,True
C0449,CON,SME,0.005518498627521184,GREEN,0,False
C0450,MFG,Corp,0.0005952380952380952,GREEN,0,False
C0451,RET,SME,0.0005,GREEN,0,False
C0452,ENG,Corp,0.0,GREEN,0,True
C0453,AGR,Corp,0.004040136054421768,GREEN,0,False
C0454,TEL,Corp,0.0,GREEN,0,False
C0455,MFG,Corp,0.004921768707482993,GREEN,0,False
C0456,ENG,SME,0.001435374149659864,GREEN,0,False
C0457,MFG,SME,0.0,GREEN,0,False
C0458,AGR,SME,0.0,GREEN,0,False
C0459,MFG,SME,0.1446627236840829,AMBER,0,False
C0460,MFG,SME,0.0,GREEN,0,False
C0461,MFG,SME,0.0,GREEN,0,False
C0462,CHE,SME,0.04030557162136109,AMBER,0,True
C0463,RET,Corp,0.0,GREEN,0,False
C0464,CHE,Corp,0.0,GREEN,0,False
C0465,IT,SME,0.0032,GREEN,0,False
C0466,CON,SME,0.0008401360544217686,GREEN,0,True
C0467,TRA,SME,0.0,GREEN,0,False
C0468,LOG,SME,0.1825875924349249,RED,0,False
C0469,TRA,SME,0.0,GREEN,0,False
C0470,IT,SME,0.0,GREEN,0,False
C0471,MFG,SME,0.004066953097028285,GREEN,0,False
C0472,IT,Corp,0.0003401360544217687,GREEN,0,False
C0473,MFG,Corp,0.0003401360544217687,GREEN,0,False
C0474,TEL,SME,0.0,GREEN,0,True
C0475,ENG,SME,0.001435374149659864,GREEN,0,False
C0476,IT,SME,0.15744064343874686,AMBER,0,False
C0477,MFG,SME,0.160679509835508,RED,0,False
C0478,ENG,SME,0.0009353741496598639,GREEN,0,False
C0479,IT,SME,0.014147593342330183,GREEN,0,False
C0480,ENG,SME,0.019310736070443556,GREEN,0,False
C0481,CHE,SME,0.0,GREEN,0,False
C0482,RET,SME,0.0,GREEN,0,False
C0483,AGR,SME,0.0,GREEN,0,False
C0484,CHE,SME,0.0,GREEN,0,False
C0485,CHE,SME,0.04580585585748881,AMBER,0,False
C0486,TEL,Corp,0.0009353741496598639,GREEN,0,False
C0487,MFG,SME,0.00390630171674508,GREEN,0,False
C0488,TRA,Corp,0.0,GREEN,0,False
C0489,IT,SME,0.2558074392547717,RED,1,False
C0490,TEL,SME,0.004040136054421768,GREEN,0,True
C0491,AGR,SME,0.0008401360544217686,GREEN,0,True
C0492,CHE,SME,0.003833333333333333,GREEN,0,False
C0493,TRA,SME,0.03493589743589744,AMBER,0,False
C0494,TRA,SME,0.003673469387755102,GREEN,0,False
C0495,AGR,SME,0.006113736722759279,GREEN,0,False
C0496,CON,SME,0.0,GREEN,0,False
C0497,CHE,SME,0.08671282669872421,AMBER,0,True
C0498,MFG,SME,0.0,GREEN,0,False
C0499,IT,SME,0.0009353741496598639,GREEN,0,False
C0500,IT,SME,0.004040136054421768,GREEN,0,False
C0501,RET,SME,0.0,GREEN,0,False
C0502,ENG,SME,0.014147593342330183,GREEN,0,False
C0503,CON,SME,0.0434522620236906,AMBER,0,False
C0504,LOG,SME,0.0,GREEN,0,False
C0505,RET,SME,0.0,GREEN,0,False
C0506,MFG,SME,0.0,GREEN,0,False
C0507,TEL,SME,0.0003401360544217687,GREEN,0,False
C0508,LOG,SME,0.0,GREEN,0,False
C0509,IT,SME,0.013331733012184138,GREEN,0,False
C0510,RET,SME,0.11004978109400569,AMBER,0,False
C0511,CHE,SME,0.0005952380952380952,GREEN,0,True
C0512,AGR,SME,0.0,GREEN,0,False
C0513,TEL,SME,0.0003401360544217687,GREEN,0,True
C0514,LOG,SME,0.0,GREEN,0,False
C0515,MFG,SME,0.0005,GREEN,0,False
C0516,MFG,SME,0.005517006802721088,GREEN,0,False
C0517,CON,SME,0.0005,GREEN,0,False
C0518,LOG,SME,0.0,GREEN,0,False
