customer_id,prob_default_12m_calibrated,score_ews,tier,action
C0056,0.002557745444224621,99.74,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0057,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0058,0.005603005269145462,99.44,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0059,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0060,0.19441315307793583,80.56,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0061,0.0015787190530784246,99.84,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0062,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0063,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0064,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0065,0.009469139135279329,99.05,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0066,0.003794510574171591,99.62,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0067,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0068,0.008781797897948316,99.12,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0069,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0070,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0071,0.18892042406044124,81.11,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0072,0.004444508593407407,99.56,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0073,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0074,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0075,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0076,0.003328664023362378,99.67,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0077,0.004694143665585505,99.53,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0078,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0079,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0080,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0081,0.000689655172413793,99.93,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0082,0.11044240647178463,88.96,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0083,0.021176621550752613,97.88,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0084,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0085,0.0021761343679151898,99.78,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0086,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0087,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0088,0.0014209165983735737,99.86,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0089,0.0010809117756101303,99.89,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0090,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0091,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0092,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0093,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0094,0.0007312614259597807,99.93,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0095,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0096,0.000847457627118644,99.92,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0097,0.01140801107415127,98.86,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0098,0.009811396630644651,99.02,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0099,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0100,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0101,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0102,0.0026180245751425673,99.74,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0103,0.007056574530933902,99.29,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0104,0.005504798391277568,99.45,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0105,0.009469139135279329,99.05,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0106,0.006352256018396211,99.36,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0107,0.05571293801780587,94.43,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0108,0.003278713973412328,99.67,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0109,0.0010809117756101303,99.89,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0110,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0111,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0112,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0113,0.0011971079767689936,99.88,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0114,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0115,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0116,0.07619283381507932,92.38,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0117,0.006911393691054708,99.31,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0118,0.004444508593407407,99.56,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0119,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0120,0.005477855477855478,99.45,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0121,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0122,0.0017705669480239234,99.82,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0123,0.01233938695660347,98.77,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0124,0.058557396793182045,94.14,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0125,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0126,0.0017705669480239234,99.82,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0127,0.03337998230595458,96.66,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0128,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0129,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0130,0.0026180245751425673,99.74,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0131,0.005105197991677168,99.49,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0132,0.0028657895403289826,99.71,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0133,0.09914025639908323,90.09,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0134,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0135,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0136,0.0030235919950338335,99.7,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0137,0.07443261472182496,92.56,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0138,0.000847457627118644,99.92,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0139,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0140,0.0029073957938749702,99.71,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0141,0.013394131108163648,98.66,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0142,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0143,0.0018867631491827866,99.81,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0144,0.009500263649162465,99.05,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0145,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0146,0.03301533902981471,96.7,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0147,0.00833394067043007,99.17,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0148,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0149,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0150,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0151,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0152,0.000689655172413793,99.93,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0153,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0154,0.003278713973412328,99.67,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0155,0.07930745713583878,92.07,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0156,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0157,0.006196323670683042,99.38,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0158,0.0014209165983735737,99.86,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0159,0.0017705669480239234,99.82,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0160,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0161,0.05928436658923444,94.07,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0162,0.0018264840182648401,99.82,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0163,0.004176121650481022,99.58,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0164,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0165,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0166,0.17182085696087412,82.82,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0167,0.0010809117756101303,99.89,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0168,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0169,0.0035573148197344576,99.64,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0170,0.2910798197446025,70.89,Red,Họp KH ≤5 ngày; lập kế hoạch dòng tiền 13 tuần; xem xét covenant tightening/TSĐB; đưa watchlist.
C0171,0.003394910174571192,99.66,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0172,0.003278713973412328,99.67,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0173,0.006263788600278,99.37,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0174,0.0007312614259597807,99.93,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0175,0.000847457627118644,99.92,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0176,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0177,0.16034294508531746,83.97,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0178,0.0010393055220641427,99.9,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0179,0.02591104936524983,97.41,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0180,0.003278713973412328,99.67,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0181,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0182,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0183,0.0010809117756101303,99.89,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0184,0.1028090559690122,89.72,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0185,0.010977384903357179,98.9,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0186,0.0029470529470529473,99.71,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0187,0.04372969425490108,95.63,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0188,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0189,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0190,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0191,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0192,0.0019283694027287742,99.81,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0193,0.10757929999045364,89.24,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0194,0.005504798391277568,99.45,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0195,0.0010393055220641427,99.9,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0196,0.0017705669480239234,99.82,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0197,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0198,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0199,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0200,0.0076737796308976244,99.23,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0201,0.00202020202020202,99.8,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0202,0.008883058549198743,99.11,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0203,0.0018264840182648401,99.82,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0204,0.0025474525474525477,99.75,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0205,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0206,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0207,0.0025474525474525477,99.75,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0208,0.04128019613708582,95.87,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0209,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0210,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0211,0.02556149294846225,97.44,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0212,0.016033139959112236,98.4,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0213,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0214,0.18281582973004043,81.72,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0215,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0216,0.007056574530933902,99.29,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0217,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0218,0.000689655172413793,99.93,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0219,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0220,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0221,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0222,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0223,0.007623207289347483,99.24,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0224,0.10277270026994127,89.72,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0225,0.006209116903815258,99.38,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0226,0.0010393055220641427,99.9,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0227,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0228,0.0048718377760484585,99.51,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0229,0.0010393055220641427,99.9,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0230,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0231,0.010553610219750414,98.94,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0232,0.000689655172413793,99.93,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0233,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0234,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0235,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0236,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0237,0.005504798391277568,99.45,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0238,0.0026180245751425673,99.74,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0239,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0240,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0241,0.000689655172413793,99.93,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0242,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0243,0.0080356009220801,99.2,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0244,0.000689655172413793,99.93,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0245,0.10963438629664668,89.04,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0246,0.0035573148197344576,99.64,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0247,0.0036783143730127277,99.63,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0248,0.0014209165983735737,99.86,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0249,0.028151017267167684,97.18,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0250,0.0028657895403289826,99.71,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0251,0.0030235919950338335,99.7,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0252,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0253,0.01669667350567084,98.33,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0254,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0255,0.015633539559511835,98.44,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0256,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0257,0.005620994592436431,99.44,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0258,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0259,0.002557745444224621,99.74,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0260,0.0034411186185755943,99.66,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0261,0.003278713973412328,99.67,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0262,0.004694143665585505,99.53,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0263,0.00034965034965034965,99.97,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0264,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0265,0.006136666831365186,99.39,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0266,0.0021761343679151898,99.78,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0267,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0268,0.0035573148197344576,99.64,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0269,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0270,0.004444508593407407,99.56,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0271,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0272,0.003754853420993614,99.62,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0273,0.08968570740183116,91.03,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
C0274,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0275,0.01211232958668896,98.79,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0276,0.0,100.0,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0277,0.035668600116325104,96.43,Green,Theo dõi định kỳ; cập nhật BCTC đúng hạn.
C0278,0.19743162300642275,80.26,Amber,Soát xét RM ≤10 ngày; yêu cầu management accounts; kiểm tra công nợ; hạn chế tăng hạn mức.
