customer_id,sector_code,size_bucket,row_id,feat1,shap1,value1,feat2,shap2,value2,feat3,shap3,value3,feat4,shap4,value4,feat5,shap5,value5
C0011,MFG,SME,10,doh__zs_sector_size,-0.7719227954880782,0.3720061313892921,dso__zs_sector_size,-0.6790999563375543,0.3390201513389928,ccc__zs_sector_size,-0.5377262908782522,0.4043041181995343,debt_to_ebitda__zs_sector_size,-0.43107998242434703,0.3786466005920413,%util_p95_60d__zs_sector_size,-0.33773492456679843,-0.8155110222314924
C0012,IT,Corp,11,dso__zs_sector_size,-0.845287132491841,0.10474410051223837,delta_dso_qoq__zs_sector_size,0.5840288157244781,0.010620130198006273,icr_ttm__zs_sector_size,0.5677504157950283,-0.6246565647680004,%util_mean_60d__zs_sector_size,0.5076846436280154,0.966694419315586,doh__zs_sector_size,-0.5002314160006768,0.6408504041872409
C0013,LOG,Corp,12,ccc__zs_sector_size,-0.7230103994698392,0.1005115377266883,%util_p95_60d__zs_sector_size,-0.47374824140877003,-0.01184125410320135,covenant_breach_cnt_180d__zs_sector_size,-0.4547648286524017,0.0,%util_mean_60d__zs_sector_size,-0.4399356780552306,-0.03847822397267007,doh__zs_sector_size,0.42253980580682765,-0.06699779566414223
C0014,TRA,SME,13,dso__zs_sector_size,-0.9276600712286576,-0.3016606375088666,doh__zs_sector_size,0.8220522842871164,-1.0110837828178347,%util_mean_60d__zs_sector_size,0.5702694771954288,1.049192296941665,%util_p95_60d__zs_sector_size,0.5343477647584164,1.0407059302496264,debt_to_ebitda__zs_sector_size,0.5015222370375,-0.4557848936220105
C0015,TRA,SME,14,dso__zs_sector_size,4.176937174492221,-0.8289130467958191,doh__zs_sector_size,1.256388854696227,-0.5643527163503232,%util_p95_60d__zs_sector_size,1.2534761073038765,1.0506947500597623,%util_mean_60d__zs_sector_size,0.6722804116623871,0.9930760857025867,delta_dso_qoq__zs_sector_size,0.6309684082007578,-0.026410745881098912
C0016,TRA,Corp,15,doh__zs_sector_size,2.2798971538200767,-0.65632392377865,dso__zs_sector_size,-0.8178814988191272,2.157432151537738,ccc__zs_sector_size,-0.7572446364264606,1.3837546551191091,dpo__zs_sector_size,-0.40447355389296913,-0.9074521052472719,%util_p95_60d__zs_sector_size,-0.39979813529486447,-0.3389587303905201
C0017,CON,SME,16,%util_p95_60d__zs_sector_size,-0.7662303840204284,-1.4318933034648718,dso__zs_sector_size,-0.7157182204728316,0.457613906072326,ccc__zs_sector_size,-0.5708231429514602,0.5219409730140215,dpo__zs_sector_size,-0.42069483322997037,-0.6028893348576421,covenant_breach_cnt_180d__zs_sector_size,-0.21569071471592116,0.0
C0018,ENG,SME,17,dso__zs_sector_size,-0.9327382586299502,0.284549637736791,ccc__zs_sector_size,-0.6957378847887122,0.9111748568880093,debt_to_ebitda__zs_sector_size,-0.435344207822468,0.47373357415783435,delta_dso_qoq__zs_sector_size,0.3609864833493566,-1.2959120222296026,doh__zs_sector_size,0.3375195378968963,-0.19706806194239143
C0019,AGR,Corp,18,dso__zs_sector_size,-0.9782169695009857,1.2501049602347218,ccc__zs_sector_size,-0.8571252656634512,0.9115363061684992,delta_ccc_qoq__zs_sector_size,0.46225481315475697,0.5196974259961901,%util_mean_60d__zs_sector_size,0.3030587884597332,0.7242267231029879,covenant_breach_cnt_180d__zs_sector_size,-0.23068540123860912,0.0
C0020,TRA,SME,19,dso__zs_sector_size,-0.9504703367132304,0.48488162233453685,delta_dso_qoq__zs_sector_size,0.5518550057808779,0.009882612776106013,doh__zs_sector_size,0.44676994645693674,-1.45002709512345,%util_mean_60d__zs_sector_size,-0.419492570169893,-0.5657792227810324,%util_p95_60d__zs_sector_size,-0.3852461191857072,-0.602020504421782
C0021,CHE,SME,20,dscr_ttm_proxy__zs_sector_size,1.851070038564174,-1.3283933649168775,icr_ttm__zs_sector_size,1.0155202713747942,-1.4455439017123675,doh__zs_sector_size,-0.8407686624392327,0.1898090644543246,dso__zs_sector_size,-0.7162543749052542,0.5649864656653507,ccc__zs_sector_size,-0.6766815363059006,0.910091330731914
C0022,MFG,SME,21,doh__zs_sector_size,-0.8224518821680564,0.8497569015228343,dso__zs_sector_size,-0.790476026553076,-0.05627409270956677,ccc__zs_sector_size,-0.5688226489594338,0.12114685714679628,icr_ttm__zs_sector_size,0.5345636968837805,-0.4520471376836971,%util_mean_60d__zs_sector_size,0.5116374321023253,0.9700667676805321
C0023,TRA,Corp,22,ccc__zs_sector_size,2.106037645298732,-1.3306959692561118,dso__zs_sector_size,2.0844804896122113,-1.2470566066378677,current_ratio__zs_sector_size,1.0369041145265088,-1.6227507099455563,debt_to_ebitda__zs_sector_size,-0.6388772748524634,0.7075912174734196,doh__zs_sector_size,0.616157949421604,-0.023448523274802978
C0024,CON,Corp,23,icr_ttm__zs_sector_size,-1.0583496535215438,1.0627248880988993,dso__zs_sector_size,-0.6427782803115333,-0.06089450417192569,doh__zs_sector_size,0.3797628209359306,-1.892226490661529,debt_to_ebitda__zs_sector_size,0.3450268250340158,-0.5122332423296742,%util_mean_60d__zs_sector_size,0.22848677279763205,0.4158983733133093
C0025,AGR,Corp,24,dso__zs_sector_size,-1.1574427695080345,0.7609824927416916,ccc__zs_sector_size,-0.7386341322340273,0.41895430524185534,doh__zs_sector_size,0.6989928376939525,-0.9105995943236658,covenant_breach_cnt_180d__zs_sector_size,-0.2514056092005881,0.0,%util_mean_60d__zs_sector_size,0.22906087399585043,0.16216984544263466
C0026,LOG,SME,25,doh__zs_sector_size,2.672353687274293,-0.7256055063447122,dso__zs_sector_size,-0.9486284730096676,0.3542230558129532,dpd_trend_180d__zs_sector_size,-0.3222969361572761,5.335689045936398,ccc__zs_sector_size,0.2998441735065965,-0.3715553188794056,%util_mean_60d__zs_sector_size,0.28363498726751973,0.24263314812575262
C0027,TRA,Corp,26,dso__zs_sector_size,1.1793584796981935,-0.7053821013632334,%util_p95_60d__zs_sector_size,-1.0567259833576148,-1.1446136841784353,delta_dso_qoq__zs_sector_size,-0.6376502859108701,-1.4668504898391295,icr_ttm__zs_sector_size,0.4864438854007126,-1.088671646007091,covenant_breach_cnt_180d__zs_sector_size,-0.4534624440310867,0.0
C0028,ENG,Corp,27,doh__zs_sector_size,-0.7206969215627395,0.49219931118316035,dso__zs_sector_size,-0.6866341984545091,0.7325657356862432,ccc__zs_sector_size,-0.5334344396249772,0.8498646174087824,%util_p95_60d__zs_sector_size,-0.3043558505740206,-0.7636739739942117,covenant_breach_cnt_180d__zs_sector_size,-0.20838957437460795,0.0
C0029,CHE,SME,28,%util_p95_60d__zs_sector_size,-0.7374440501502825,-1.357783086309569,dso__zs_sector_size,-0.5228329958881277,-0.2845120584807483,doh__zs_sector_size,-0.5214186793529055,0.8216299171144842,ccc__zs_sector_size,-0.4505753287872354,0.20431106655842562,delta_dso_qoq__zs_sector_size,0.39635882574648795,0.07237092390510326
C0030,MFG,Corp,29,covenant_breach_cnt_180d__zs_sector_size,4.158336713104883,2.0,dscr_ttm_proxy__zs_sector_size,1.7764142892091848,-1.197727822618498,doh__zs_sector_size,-1.5000884808799668,0.22142917513018406,icr_ttm__zs_sector_size,1.0595770595071747,-1.3225246100805967,%util_mean_60d__zs_sector_size,-0.5593476679169818,-0.02915421739861707
C0031,CHE,SME,30,dso__zs_sector_size,-1.0114338409334103,0.2596901490494093,ccc__zs_sector_size,-0.6792362446613877,0.18457323980063103,doh__zs_sector_size,0.546607854867747,-1.3038556151945773,delta_ccc_qoq__zs_sector_size,0.44399261381783317,-0.5043349223548034,dpo__zs_sector_size,-0.38321038853662376,-0.8032049810557252
C0032,MFG,SME,31,icr_ttm__zs_sector_size,-0.8058244495540364,1.9021613864115905,%util_p95_60d__zs_sector_size,-0.5529536814948053,-1.0937349350563719,doh__zs_sector_size,-0.5048244799563457,0.7934746038448165,dpd_max_180d__zs_sector_size,-0.4867751899906311,3.0,dso__zs_sector_size,-0.41804314429208783,0.6878371562504099
C0033,MFG,SME,32,dso__zs_sector_size,1.5512603379626595,-0.6147596634682142,delta_dso_qoq__zs_sector_size,-0.8956365678559696,-2.018439504431679,doh__zs_sector_size,0.512841146663126,-0.2941709072341037,ccc__zs_sector_size,-0.4320886134859007,0.13766653406256066,covenant_breach_cnt_180d__zs_sector_size,-0.33532051801832513,0.0
C0034,IT,SME,33,icr_ttm__zs_sector_size,-1.125387255745401,1.7959837029064565,dso__zs_sector_size,-0.8565220125121392,0.5472687342930866,doh__zs_sector_size,-0.8438111545552583,0.1772408132204442,ccc__zs_sector_size,-0.6369514963949479,0.7408270458988703,dscr_ttm_proxy__zs_sector_size,0.531349935369473,1.6972645495280376
C0035,IT,SME,34,doh__zs_sector_size,-0.6854596111996977,0.38126648285233833,ccc__zs_sector_size,-0.6424650544340462,0.9855493313983297,dso__zs_sector_size,-0.5795134488886894,0.634392437800236,debt_to_ebitda__zs_sector_size,0.4070612941766319,-0.6043491498939295,near_due_freq_7d__zs_sector_size,-0.40223302189383253,5.0
C0036,LOG,SME,35,icr_ttm__zs_sector_size,-0.9002217904998876,1.2770958216983943,doh__zs_sector_size,-0.722679226026266,0.5594188605440401,ccc__zs_sector_size,-0.5622565076440531,0.9795595403155376,dso__zs_sector_size,-0.4881523231187636,-0.2258370305463111,%util_p95_60d__zs_sector_size,-0.3729208609681617,-0.49043628867319344
C0037,CON,SME,36,doh__zs_sector_size,0.9051001490004222,-0.9293225778128678,%util_p95_60d__zs_sector_size,-0.4643474083549745,-0.03466126408916026,%util_mean_60d__zs_sector_size,-0.44735164685287987,-0.017328351693503115,covenant_breach_cnt_180d__zs_sector_size,-0.3687619017894618,0.0,delta_ccc_qoq__zs_sector_size,-0.360716696906303,-1.3438537329135698
C0038,MFG,SME,37,dso__zs_sector_size,-0.6491877890581949,0.16368639448146668,dpd_max_180d__zs_sector_size,-0.5966723723083026,3.0,doh__zs_sector_size,-0.5579726583297981,0.4777264130006766,ccc__zs_sector_size,-0.5061052625216896,1.0112898375162567,delta_ccc_qoq__zs_sector_size,-0.2765484198850279,1.0139455495744216
C0039,RET,SME,38,dso__zs_sector_size,2.227611924802158,-0.6322800126129812,doh__zs_sector_size,0.91420336363466,-0.18451621305161592,%util_mean_60d__zs_sector_size,-0.47273834907650597,-0.5514264942070903,delta_dso_qoq__zs_sector_size,0.4612096898861272,-0.2141185157053605,%util_p95_60d__zs_sector_size,-0.45473096135706104,-0.538572655636456
C0040,AGR,SME,39,doh__zs_sector_size,-0.7426006382607659,1.236995397439821,dpd_max_180d__zs_sector_size,0.7308464660534748,1.5,icr_ttm__zs_sector_size,0.6370214155586672,-0.7041483290302355,ccc__zs_sector_size,-0.43100370088914186,0.9144467088211742,debt_to_ebitda__zs_sector_size,-0.3573180466185289,1.228440936039156
C0041,MFG,SME,40,doh__zs_sector_size,0.7540831024045861,-0.25059013725640844,delta_dso_qoq__zs_sector_size,0.6106400253294546,0.06641238891896717,%util_p95_60d__zs_sector_size,-0.6069449980637243,-0.2105688355649907,dso__zs_sector_size,0.5608324479985277,-0.5592959681223859,debt_to_ebitda__zs_sector_size,-0.49533410994212856,0.4093127996763141
C0042,ENG,SME,41,dso__zs_sector_size,-0.6720391008496635,0.5793803646301522,ccc__zs_sector_size,-0.48988173675284796,1.1504428593255591,doh__zs_sector_size,-0.4669102983402466,1.8840422753268864,covenant_breach_cnt_180d__zs_sector_size,-0.21007171351079315,0.0,%util_p95_60d__zs_sector_size,-0.20663771991169458,0.15268759494399356
C0043,MFG,SME,42,%util_p95_60d__zs_sector_size,4.38468107139612,1.3128435255803403,dso__zs_sector_size,-0.899016277878535,-0.12393794974160105,%util_mean_60d__zs_sector_size,0.8512253473988793,1.3600388265678525,doh__zs_sector_size,0.42153530534448685,-1.4556208265558206,dscr_ttm_proxy__zs_sector_size,-0.28331866437977893,-0.026964412626974323
C0044,TEL,SME,43,ccc__zs_sector_size,2.6762781309829604,-2.060640250170145,dso__zs_sector_size,2.516567485614947,-1.7775263558119487,doh__zs_sector_size,-1.5423705001778278,0.45356269961155554,covenant_breach_cnt_180d__zs_sector_size,1.2441498326469893,1.0,delta_dso_qoq__zs_sector_size,0.5876773973190568,0.1999915742706796
C0045,TRA,Corp,44,doh__zs_sector_size,-0.6964498330877985,0.0,dso__zs_sector_size,-0.5545322533970479,0.5607248970859413,ccc__zs_sector_size,-0.5082778098846366,0.8066662063362009,debt_to_ebitda__zs_sector_size,-0.4502581652899503,0.6848268931588657,%util_p95_60d__zs_sector_size,-0.3751772312361637,-0.8516283375482758
C0046,RET,SME,45,dso__zs_sector_size,1.1799002271469174,-0.5838623885810997,doh__zs_sector_size,-1.1570245390162794,0.1112935956143135,ccc__zs_sector_size,-0.47185261541375884,0.06960061805645304,debt_to_ebitda__zs_sector_size,-0.45112559351716014,0.6518151519203997,icr_ttm__zs_sector_size,0.41013621990206467,-0.63795336944908
C0047,CON,SME,46,doh__zs_sector_size,-0.8439944947142555,0.0,near_due_freq_7d__zs_sector_size,-0.6814423383875842,1.0,dso__zs_sector_size,-0.6269465142123333,1.7575321334089722,dpd_max_180d__zs_sector_size,0.6218906565335274,2.0,ccc__zs_sector_size,-0.6109487037162479,0.36057326646594556
C0048,ENG,SME,47,dso__zs_sector_size,1.5219577750814988,-0.6188181411401238,doh__zs_sector_size,-1.2282214230243464,0.3062311324498911,ccc__zs_sector_size,-0.5604171854844069,0.3559008404618702,%util_p95_60d__zs_sector_size,-0.43092990407534904,-0.3752487371340971,delta_dso_qoq__zs_sector_size,0.39807886972575196,0.2337352439926876
C0049,ENG,Corp,48,doh__zs_sector_size,-1.0084805878954783,0.6222003098108648,debt_to_ebitda__zs_sector_size,-0.545463112960227,0.6518426059864876,%util_mean_60d__zs_sector_size,0.4586389310399805,0.6988305862892892,dso__zs_sector_size,-0.4175668417548865,0.32705037530782827,icr_ttm__zs_sector_size,0.4112820823825506,-0.6932695764795286
C0050,TRA,SME,49,doh__zs_sector_size,-0.7429574049569294,0.4184909217595991,dso__zs_sector_size,-0.6329468451318266,0.206891451662474,ccc__zs_sector_size,-0.4736407836289602,0.5888177385448443,%util_p95_60d__zs_sector_size,-0.3198581348425972,-0.21569142763278595,%util_mean_60d__zs_sector_size,-0.2807397917949956,-0.23857196736189135
C0051,IT,Corp,50,icr_ttm__zs_sector_size,-0.9935003709093788,1.3894199212621947,dso__zs_sector_size,-0.7984151841281288,0.3640363878080268,doh__zs_sector_size,0.4717791122580454,-1.0422658608449253,%util_mean_60d__zs_sector_size,-0.388322895379731,-0.34714537530084116,%util_p95_60d__zs_sector_size,-0.34115608827095206,-0.34018839037135506
C0052,RET,SME,51,doh__zs_sector_size,-0.8328748922679649,0.9148767602185214,dso__zs_sector_size,-0.7061452134500118,0.5227867090475796,ccc__zs_sector_size,-0.6570873564890427,0.4431761995457705,%util_p95_60d__zs_sector_size,-0.3161527585172996,-0.30228765988678585,%util_mean_60d__zs_sector_size,-0.3016641612910397,-0.33114159641484636
C0053,TEL,Corp,52,near_due_freq_7d__zs_sector_size,1.1753406903694092,0.2857142857142857,%util_p95_60d__zs_sector_size,-0.9030797747134518,-1.0387157029278098,doh__zs_sector_size,-0.75650309167663,1.025300542948641,debt_to_ebitda__zs_sector_size,-0.4142355732031792,0.34527860894682255,ccc__zs_sector_size,-0.3799804017251258,0.14355423364246622
C0054,TEL,SME,53,doh__zs_sector_size,-1.0609465113900778,0.4020625679387177,%util_p95_60d__zs_sector_size,-0.5067852952122982,-0.08804570467662204,ccc__zs_sector_size,-0.4525030425865025,0.3617346258905811,%util_mean_60d__zs_sector_size,-0.4198536028471646,-0.07898272303597201,covenant_breach_cnt_180d__zs_sector_size,-0.32314272971314506,0.0
C0055,CHE,Corp,54,doh__zs_sector_size,-0.5823270943491272,0.8587643033102742,dso__zs_sector_size,-0.5380785299329875,0.8678636073286442,ccc__zs_sector_size,-0.4476241185915771,0.9837406944188243,%util_p95_60d__zs_sector_size,-0.4024377382464022,-0.5270424013885464,icr_ttm__zs_sector_size,0.3940163877440261,-0.4983600325359683
C0056,TEL,SME,55,doh__zs_sector_size,-1.2154226822907641,0.8724951426731545,icr_ttm__zs_sector_size,-1.0546244571464327,1.1570252256583329,dso__zs_sector_size,-0.6720248918680076,-0.21506115970645862,delta_dso_qoq__zs_sector_size,-0.26894164753493327,-0.39707508583958606,debt_to_ebitda__zs_sector_size,0.25796103669080744,-0.7211423117960221
C0057,MFG,SME,56,doh__zs_sector_size,2.726630361036872,-0.7311442454517437,debt_to_ebitda__zs_sector_size,-0.6182136000191785,1.123805921368072,%util_p95_60d__zs_sector_size,-0.5724645713851805,-0.89337041811103,dso__zs_sector_size,0.43679116479477853,-0.3548000938250954,covenant_breach_cnt_180d__zs_sector_size,-0.36583424047619767,0.0
C0058,TRA,SME,57,ccc__zs_sector_size,2.4606960098640407,-2.0573420070450714,doh__zs_sector_size,0.7812605630021261,-0.8128845618043015,dpo__zs_sector_size,0.6468806683488109,1.8560567518703883,dso__zs_sector_size,-0.6066490488497958,-0.17058976440691165,delta_dso_qoq__zs_sector_size,-0.4792481028279823,-0.5174709890910371
C0059,MFG,SME,58,doh__zs_sector_size,2.2953186354423103,-0.7111725974855972,near_due_freq_7d__zs_sector_size,-1.0413467307154907,1.0,dpd_max_180d__zs_sector_size,-0.981215449561509,4.0,dso__zs_sector_size,-0.716218755333304,-0.2289396266617027,debt_to_ebitda__zs_sector_size,-0.5242794251140502,0.9292572096761824
C0060,CON,SME,59,doh__zs_sector_size,-1.0181790694543067,1.130562955154094,dso__zs_sector_size,-0.5587308238708352,-0.29995173499169886,dpo__zs_sector_size,0.4352459265923489,1.8494327597192448,debt_to_ebitda__zs_sector_size,-0.4008288081359447,0.33621411135293994,%util_p95_60d__zs_sector_size,-0.3482736573787493,-0.9494175767936024
C0061,CON,Corp,60,dso__zs_sector_size,-0.9180677671853726,1.8918446400797706,ccc__zs_sector_size,-0.5979796803270686,1.0506546884574082,near_due_freq_7d__zs_sector_size,-0.523612386285341,0.7142857142857143,doh__zs_sector_size,0.3815191039458118,-1.148934432568325,%util_p95_60d__zs_sector_size,-0.3631634980626071,-0.6606572114666477
C0062,TRA,Corp,61,dso__zs_sector_size,2.608136898350295,-0.9122530677238354,doh__zs_sector_size,1.0754331065139067,-0.49367441734773554,debt_to_ebitda__zs_sector_size,-0.7293165028679971,0.6945102888648869,%util_mean_60d__zs_sector_size,0.438992095597549,0.6439864087668287,covenant_breach_cnt_180d__zs_sector_size,-0.3763238776248384,0.0
C0063,LOG,SME,62,doh__zs_sector_size,-0.81222266394978,0.013625864429192452,ccc__zs_sector_size,-0.6756416918933694,0.18583574521230006,dso__zs_sector_size,-0.6696680796561949,0.052728002357233204,dpd_max_180d__zs_sector_size,0.6288654436012515,2.0,near_due_freq_7d__zs_sector_size,-0.5319240596896728,1.0
C0064,CON,SME,63,icr_ttm__zs_sector_size,-0.9901952285073348,1.2082829760506981,doh__zs_sector_size,-0.8913602430224752,0.4647269391722525,ccc__zs_sector_size,-0.6079348441870268,0.4514325497570318,dso__zs_sector_size,-0.4934298884396051,-0.03563187379605051,%util_mean_60d__zs_sector_size,0.4221364935211402,0.6105578647699292
C0065,TRA,SME,64,ccc__zs_sector_size,-0.9470969828986612,0.6869210081028364,dso__zs_sector_size,-0.6092205351306067,-0.03304019649803282,doh__zs_sector_size,0.6059505474805313,-0.38480086153624754,debt_to_ebitda__zs_sector_size,0.26529803470587315,-0.6277857949769106,%util_mean_60d__zs_sector_size,0.2133288535950275,0.2605670628695339
C0066,ENG,SME,65,doh__zs_sector_size,-0.7448540097421454,0.04192360473138512,dso__zs_sector_size,-0.6746439971071722,0.06508082108857637,ccc__zs_sector_size,-0.5776864486514098,0.683186330792776,%util_p95_60d__zs_sector_size,-0.3335996985674872,-0.28577401797581425,%util_mean_60d__zs_sector_size,-0.31867233670604095,-0.28274259113407635
C0067,MFG,SME,66,dso__zs_sector_size,1.768343678233057,-0.5891500966662085,delta_dso_qoq__zs_sector_size,-0.8261186821049283,-1.9807190193834505,doh__zs_sector_size,0.7535816895263244,-1.1483149712020668,near_due_freq_7d__zs_sector_size,-0.7234981570294043,0.7142857142857143,delta_ccc_qoq__zs_sector_size,-0.41913164156115357,-1.2934034195701611
C0068,LOG,SME,67,dso__zs_sector_size,-0.9411000531618443,0.4575442134563898,icr_ttm__zs_sector_size,-0.8653767636519493,1.221167567480007,doh__zs_sector_size,0.481424738419574,-0.26093277329001213,%util_mean_60d__zs_sector_size,-0.39037010340902084,-0.3118856584275724,dscr_ttm_proxy__zs_sector_size,0.35267648662162976,1.3412901151894252
C0069,MFG,SME,68,doh__zs_sector_size,-0.7135093027295284,1.3018314228812848,ccc__zs_sector_size,-0.6158726124384527,0.4810529693946822,dso__zs_sector_size,-0.5694010060664194,-0.12762259143556823,dpo__zs_sector_size,-0.23667297388175842,-0.4356187297930187,covenant_breach_cnt_180d__zs_sector_size,-0.20615810138779223,0.0
C0070,IT,SME,69,covenant_breach_cnt_180d__zs_sector_size,4.203015275139674,2.0,dscr_ttm_proxy__zs_sector_size,1.874245751657708,-1.015376927719859,%util_p95_60d__zs_sector_size,-0.9430950351453251,-1.2156395141397063,debt_to_ebitda__zs_sector_size,0.6953767848123497,4.698019442742181,icr_ttm__zs_sector_size,0.6920161389811825,-1.2251298299365128
C0071,RET,SME,70,dso__zs_sector_size,1.6528295791362575,-0.9589832167803166,doh__zs_sector_size,-1.3722312944074582,0.1877974592856631,%util_p95_60d__zs_sector_size,-0.5163697653611259,-0.3254115956951952,debt_to_ebitda__zs_sector_size,-0.4648730211536951,0.6443711267247954,delta_dso_qoq__zs_sector_size,-0.4551296706589853,-0.6494771238765612
C0072,TRA,SME,71,ccc__zs_sector_size,2.7827759955960962,-2.285615898648487,covenant_breach_cnt_180d__zs_sector_size,2.143308888380565,2.0,doh__zs_sector_size,-1.335194024189642,0.5504049260665591,dso__zs_sector_size,-0.7613458986621163,-0.2555822923684725,%util_mean_60d__zs_sector_size,0.5117234744553496,0.9027139326511644
C0073,MFG,SME,72,%util_p95_60d__zs_sector_size,-0.7433754866286759,-1.1624223654472472,dpd_max_180d__zs_sector_size,0.6236396764604736,1.5,doh__zs_sector_size,-0.53861160100216,1.1988142050496209,dso__zs_sector_size,-0.44901279671640804,-0.08026922699140569,ccc__zs_sector_size,-0.4134103828250201,0.41977671848156256
C0074,LOG,SME,73,dso__zs_sector_size,2.209959541058855,-0.8947977622839735,doh__zs_sector_size,-1.4535337629212977,1.5509873882513687,%util_mean_60d__zs_sector_size,0.5880195580958931,0.8466799112035329,delta_dso_qoq__zs_sector_size,0.44893630974250154,-0.23582932077903765,covenant_breach_cnt_180d__zs_sector_size,-0.33461808533955634,0.0
C0075,RET,Corp,74,dso__zs_sector_size,-1.1510026935601372,0.5941614879977634,doh__zs_sector_size,0.495881416706658,-0.9088694556845557,delta_ccc_qoq__zs_sector_size,0.4258375725914756,-0.5087827292056719,%util_mean_60d__zs_sector_size,-0.3924300995024538,-0.6238828126210155,%util_p95_60d__zs_sector_size,-0.38253888118431106,-0.6380402518463056
C0076,RET,SME,75,doh__zs_sector_size,-1.120047030164489,0.09052960264195963,%util_p95_60d__zs_sector_size,-0.8730072134216509,-1.0385218761929051,covenant_breach_cnt_180d__zs_sector_size,-0.30858555496307033,0.0,%util_mean_60d__zs_sector_size,-0.259717556633725,-1.1223323390140503,dscr_ttm_proxy__zs_sector_size,-0.19417552147448608,-0.06946987281549698
C0077,RET,SME,76,dso__zs_sector_size,1.9444873974879684,-0.5861798151237524,doh__zs_sector_size,-1.304772239610493,0.17427265302727887,%util_p95_60d__zs_sector_size,0.9550216211545746,0.8877866700027153,dpd_max_180d__zs_sector_size,0.7604630128044001,1.5,icr_ttm__zs_sector_size,0.5924542180926169,-0.7183146416622442
C0078,MFG,SME,77,dso__zs_sector_size,1.9386610316914625,-0.7411060899759121,dpd_max_180d__zs_sector_size,-1.4171915044108674,3.0,doh__zs_sector_size,1.1519845564834252,-1.1272313599124277,ccc__zs_sector_size,0.8067298755278172,-1.0512642351689243,debt_to_ebitda__zs_sector_size,-0.6357159812374659,1.5013299183733264
